exercise,sets,reps,weight,date,rpe,rir,logged_at
Bench Press (Barbell),3,5,295.0,2018-08-04,,,2018-08-04T12:07:03
Lateral Raise (Dumbbells),2,14,50.0,2018-08-04,,,2018-08-04T12:07:03
Seated Shoulder  Press (Barbell),2,8,225.0,2018-08-04,,,2018-08-04T12:07:03
Bicep Curl (Barbell),1,10,95.0,2018-08-06,,,2018-08-06T06:51:28
Hammer Curl (Dumbbell ),1,8,70.0,2018-08-06,,,2018-08-06T06:51:28
Hammer Row - Wide Grip,2,10,250.0,2018-08-06,,,2018-08-06T06:51:28
Hammer seated row (CLOSE GRIP),2,9,250.0,2018-08-06,,,2018-08-06T06:51:28
Neutral Chin,3,8,62.0,2018-08-06,,,2018-08-06T06:51:28
Incline Bench Press (Barbell),2,8,255.0,2018-08-08,,,2018-08-08T20:25:00
Seated Shoulder  Press (Barbell),2,8,195.0,2018-08-08,,,2018-08-08T20:25:00
Leg outward fly,3,12,130.0,2018-08-10,,,2018-08-10T17:55:03
Romanian Deadlift (Barbell),3,7,235.0,2018-08-10,,,2018-08-10T17:55:03
Squat (Barbell),3,5,365.0,2018-08-10,,,2018-08-10T17:55:03
Bicep Curl (Barbell),2,11,80.0,2018-08-11,,,2018-08-11T15:16:13
Chin Up,4,6,75.0,2018-08-11,,,2018-08-11T15:16:13
Hammer Row - Wide Grip,4,10,250.0,2018-08-11,,,2018-08-11T15:16:13
Neutral Chin,2,9,35.0,2018-08-11,,,2018-08-11T15:16:13
Bench Press (Barbell),3,6,290.0,2018-08-12,,,2018-08-12T13:39:51
Seated Shoulder  Press (Barbell),3,8,230.0,2018-08-12,,,2018-08-12T13:39:51
Tricep pushdown,1,10,140.0,2018-08-12,,,2018-08-12T13:39:51
Romanian Deadlift (Barbell),3,10,185.0,2018-08-14,,,2018-08-14T07:00:58
Squat (Barbell),3,5,395.0,2018-08-14,,,2018-08-14T07:00:58
Bicep Curl (Barbell),2,11,85.0,2018-08-15,,,2018-08-15T07:22:28
Hammer Row - Wide Grip,2,10,240.0,2018-08-15,,,2018-08-15T07:22:28
Hammer seated row (CLOSE GRIP),2,7,270.0,2018-08-15,,,2018-08-15T07:22:28
Neutral Chin,2,9,63.5,2018-08-15,,,2018-08-15T07:22:28
Incline Bench Press (Barbell),2,4,275.0,2018-08-16,,,2018-08-16T11:44:33
Weighted dips,2,8,105.0,2018-08-16,,,2018-08-16T11:44:33
Chin Up,3,8,57.5,2018-08-18,,,2018-08-18T09:49:55
Hammer Row - Wide Grip,2,11,230.0,2018-08-18,,,2018-08-18T09:49:55
Neutral Chin,1,10,57.5,2018-08-18,,,2018-08-18T09:49:55
Deadlift - Trap Bar,2,6,365.0,2018-08-19,,,2018-08-19T14:10:34
Squat (Barbell),2,5,295.0,2018-08-19,,,2018-08-19T14:10:34
Bench Press (Barbell),2,5,295.0,2018-08-21,,,2018-08-21T07:01:53
Seated Shoulder  Press (Barbell),3,8,230.0,2018-08-21,,,2018-08-21T07:01:53
Chin Up,2,14,10.0,2018-08-22,,,2018-08-22T07:36:34
Hammer High Row - 1 Arm,1,10,190.0,2018-08-22,,,2018-08-22T07:36:34
Lat Pulldown,3,10,170.0,2018-08-22,,,2018-08-22T07:36:34
T-bar Row,2,8,140.0,2018-08-22,,,2018-08-22T07:36:34
Romanian Deadlift (Barbell),2,8,245.0,2018-08-24,,,2018-08-24T18:45:40
Squat (Barbell),3,3,405.0,2018-08-24,,,2018-08-24T18:45:40
Incline Bench Press (Barbell),4,5,265.0,2018-08-25,,,2018-08-25T21:49:39
Lateral Raise (Dumbbells),1,12,50.0,2018-08-25,,,2018-08-25T21:49:39
Low Incline Dumbbell Bench,2,11,200.0,2018-08-25,,,2018-08-25T21:49:39
Bicep Curl (Barbell),3,12,85.0,2018-08-26,,,2018-08-26T13:22:48
Chin Up,1,12,25.0,2018-08-26,,,2018-08-26T13:22:48
Hammer High Row - 1 Arm,1,10,210.0,2018-08-26,,,2018-08-26T13:22:48
Hammer Row - Wide Grip,2,10,250.0,2018-08-26,,,2018-08-26T13:22:48
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-08-26,,,2018-08-26T13:22:48
Neutral Chin,3,8,65.0,2018-08-26,,,2018-08-26T13:22:48
Leg press (hinge ),1,10,650.0,2018-08-28,,,2018-08-28T07:16:13
Squat (Barbell),3,5,370.0,2018-08-28,,,2018-08-28T07:16:13
Bench Press (Barbell),3,5,300.0,2018-08-29,,,2018-08-29T07:32:34
Seated Shoulder  Press (Barbell),3,8,235.0,2018-08-29,,,2018-08-29T07:32:34
Bent Over Row (Dumbbell),3,10,210.0,2018-08-30,,,2018-08-30T18:46:18
Bicep Curl (Barbell),4,12,85.0,2018-08-30,,,2018-08-30T18:46:18
Chin Up,3,5,70.0,2018-08-30,,,2018-08-30T18:46:18
Hammer High Row - 1 Arm,3,11,205.0,2018-08-30,,,2018-08-30T18:46:18
Romanian Deadlift (Barbell),3,6,235.0,2018-09-01,,,2018-09-01T11:44:54
Squat (Barbell),3,5,335.0,2018-09-01,,,2018-09-01T11:44:54
Incline Bench Press (Barbell),5,5,270.0,2018-09-02,,,2018-09-02T14:57:32
Incline Press (Dumbbell),1,9,180.0,2018-09-02,,,2018-09-02T14:57:32
Lateral Raise (Dumbbells),3,12,50.0,2018-09-02,,,2018-09-02T14:57:32
Low Incline Dumbbell Bench,2,10,190.0,2018-09-02,,,2018-09-02T14:57:32
Bicep Curl (Barbell),2,11,80.0,2018-09-03,,,2018-09-03T09:44:05
Chin Up,1,11,0.0,2018-09-03,,,2018-09-03T09:44:05
Face pull,2,15,90.0,2018-09-03,,,2018-09-03T09:44:05
Hammer High Row - 1 Arm,2,10,220.0,2018-09-03,,,2018-09-03T09:44:05
Hammer Row - Wide Grip,2,10,255.0,2018-09-03,,,2018-09-03T09:44:05
Hammer seated row (CLOSE GRIP),1,10,255.0,2018-09-03,,,2018-09-03T09:44:05
Neutral Chin,3,8,65.0,2018-09-03,,,2018-09-03T09:44:05
Deadlift (Barbell),3,6,335.0,2018-09-06,,,2018-09-06T21:59:51
Hack Squat,1,5,285.0,2018-09-06,,,2018-09-06T21:59:51
Leg outward fly,2,13,120.0,2018-09-06,,,2018-09-06T21:59:51
Romanian Deadlift (Barbell),1,8,235.0,2018-09-06,,,2018-09-06T21:59:51
Squat (Barbell),2,5,365.0,2018-09-06,,,2018-09-06T21:59:51
Bench Press (Barbell),3,5,275.0,2018-09-07,,,2018-09-07T21:00:21
Lateral Raise (Dumbbells),3,12,50.0,2018-09-07,,,2018-09-07T21:00:21
Seated Shoulder  Press (Barbell),3,8,225.0,2018-09-07,,,2018-09-07T21:00:21
Chin Up,1,8,60.0,2018-09-08,,,2018-09-08T13:08:31
Hammer High Row - 1 Arm,2,10,215.0,2018-09-08,,,2018-09-08T13:08:31
Hammer Row - Wide Grip,1,12,230.0,2018-09-08,,,2018-09-08T13:08:31
Hammer seated row (CLOSE GRIP),3,10,255.0,2018-09-08,,,2018-09-08T13:08:31
Neutral Chin,1,8,0.0,2018-09-08,,,2018-09-08T13:08:31
curl ez bar,3,12,80.0,2018-09-08,,,2018-09-08T13:08:31
Leg press (hinge ),3,10,630.0,2018-09-11,,,2018-09-11T07:05:38
Squat (Barbell),3,5,370.0,2018-09-11,,,2018-09-11T07:05:38
Incline Bench Press (Barbell),2,5,275.0,2018-09-12,,,2018-09-12T07:14:15
Low Incline Dumbbell Bench,2,8,210.0,2018-09-12,,,2018-09-12T07:14:15
Weighted dips,2,12,0.0,2018-09-12,,,2018-09-12T07:14:15
Bicep Curl (Barbell),3,10,85.0,2018-09-13,,,2018-09-13T20:03:20
Chin Up,2,10,10.0,2018-09-13,,,2018-09-13T20:03:20
Hammer High Row - 1 Arm,1,10,230.0,2018-09-13,,,2018-09-13T20:03:20
Hammer Row - Wide Grip,2,10,255.0,2018-09-13,,,2018-09-13T20:03:20
Hammer seated row (CLOSE GRIP),3,10,255.0,2018-09-13,,,2018-09-13T20:03:20
Neutral Chin,3,8,70.5,2018-09-13,,,2018-09-13T20:03:20
Deadlift (Barbell),1,5,355.0,2018-09-15,,,2018-09-15T23:00:27
Squat (Barbell),3,6,340.0,2018-09-15,,,2018-09-15T23:00:27
Bench Press (Barbell),2,5,285.0,2018-09-16,,,2018-09-16T18:34:09
Lateral Raise (Dumbbells),2,15,50.0,2018-09-16,,,2018-09-16T18:34:09
Seated Shoulder  Press (Barbell),3,8,230.0,2018-09-16,,,2018-09-16T18:34:09
Weighted dips,2,12,0.0,2018-09-16,,,2018-09-16T18:34:09
Chin Up,3,12,25.0,2018-09-17,,,2018-09-17T07:29:40
Hammer seated row (CLOSE GRIP),2,12,240.0,2018-09-17,,,2018-09-17T07:29:40
Neutral Chin,2,12,35.0,2018-09-17,,,2018-09-17T07:29:40
Leg press (hinge ),2,10,650.0,2018-09-19,,,2018-09-19T21:33:50
Squat (Barbell),2,5,375.0,2018-09-19,,,2018-09-19T21:33:50
Incline Bench Press (Barbell),3,5,270.0,2018-09-20,,,2018-09-20T18:45:46
Incline Press (Dumbbell),3,10,180.0,2018-09-20,,,2018-09-20T18:45:46
Weighted dips,2,12,0.0,2018-09-20,,,2018-09-20T18:45:46
Bicep Curl (Barbell),2,14,80.0,2018-09-21,,,2018-09-21T20:54:39
Chin Up,1,10,62.5,2018-09-21,,,2018-09-21T20:54:39
Hammer seated row (CLOSE GRIP),4,10,260.0,2018-09-21,,,2018-09-21T20:54:39
Seated Cable Row (close Grip),2,12,150.0,2018-09-21,,,2018-09-21T20:54:39
Chin Up,3,15,0.0,2018-09-24,,,2018-09-24T21:23:45
Deadlift (Barbell),3,4,375.0,2018-09-24,,,2018-09-24T21:23:45
Neutral Chin,2,10,0.0,2018-09-24,,,2018-09-24T21:23:45
Seated Cable Row (close Grip),2,12,170.0,2018-09-24,,,2018-09-24T21:23:45
Bench Press (Barbell),3,5,295.0,2018-09-25,,,2018-09-25T19:55:52
Lateral Raise (Dumbbells),2,15,50.0,2018-09-25,,,2018-09-25T19:55:52
Low Incline Dumbbell Bench,2,10,170.0,2018-09-25,,,2018-09-25T19:55:52
Seated Shoulder  Press (Barbell),3,8,235.0,2018-09-25,,,2018-09-25T19:55:52
Leg curl,4,10,135.0,2018-09-27,,,2018-09-27T19:58:23
Squat (Barbell),6,6,275.0,2018-09-27,,,2018-09-27T19:58:23
Bicep Curl (Barbell),2,11,85.0,2018-09-28,,,2018-09-28T18:41:47
Chin Up,1,15,15.0,2018-09-28,,,2018-09-28T18:41:47
Hammer Row - Wide Grip,2,10,260.0,2018-09-28,,,2018-09-28T18:41:47
Hammer seated row (CLOSE GRIP),2,10,260.0,2018-09-28,,,2018-09-28T18:41:47
Neutral Chin,2,11,65.0,2018-09-28,,,2018-09-28T18:41:47
Incline Bench Press (Barbell),4,6,265.0,2018-09-29,,,2018-09-29T14:35:32
Lateral Raise (Dumbbells),3,15,50.0,2018-09-29,,,2018-09-29T14:35:32
Low Incline Dumbbell Bench,3,12,170.0,2018-09-29,,,2018-09-29T14:35:32
